Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied"
10/8/2020 7:55,University of Twente,Netherlands,Big Data Science for Natural Resources,11/1/2020,https://www.researchgate.net/job/945754_Assistant_Professor_in_Big_Data_Science_for_Natural_Resources,Asst Prof,,,,,FALSE,,
10/7/2020 20:15,UCLA,California,Life Sciences (including EEB),11/13/2020,https://recruit.apo.ucla.edu/JPF05899,Rank Open,Tenure Track,10/24/2020 15:28,"1) any insight into the ""diversity"" angle/requirement? 2) No specific info to share, but I think in general these searches want either a candidate who comes from a marginalized/underrepresented group, or who has made really substantial contributions to DEI. Ideally both. 3) says it is multi year effort--any idea who recent hires were for comparison? 4) can one survive in LA on the salary they pay? 5) any idea who is on the search committee? 6) #4 UC prof salaries are fine for LA (would take years of saving and a commute to buy a house though) 7) @4 & 6: a lot of UCs provide benefits to purchase housing. 8) similar to #5, how does the search work internally across departments? i.e. who are we writing the applications for? 9) Seems like if you do DEI work, but its not a major part of your ""brand"" as scientist, you shouldn't bother applying. Am I wrong on this? 10) Just my opinion but I don't think you need for your DEI work to be super high profile or novel if that's what you mean.  But you need a consistent track record to suppport the idea that you would be effective in promoting DEI initiatives as a prof. One outreach event is not likley to do it. 11) Just saw the following on twitter about this hire by a UCLA faculty member, maybe that makes it a bit more clear: ""All Life Sciences departments are participating in a search for a Mentor Professor. Key points: you get to do research and DEI efforts + mentoring  are protected service (and count towards promotion)."" 12) @7 Though not all (Current UC Prof here). Also varies a bunch by UC Uni and College. Programs help a smidge but don't solve the fundamental problem at most UCs. For example, housing costs keep skyrocketing but the programs remain unchanged or just plain cut. 13) @that's a real bummer for the diversity agenda - need to seriously consider which folks are able to afford living in LA like that x3. 14) Why is everybody talking about cost of living in LA? There are other positions at UC Berkeley and UC Santa Barbara and nobody is talking about that. Am I missing something? Is cost of living in LA actually higher than in Berkeley or Santa Barbara? 15) This search is EXTREMELY broad: open rank at any of <Ecology and Evolutionary Biology; Integrative Biology and Physiology; Microbiology, Immunology, and Molecular Genetics; Molecular, Cell, and Developmental Biology; Institute for Society and Genetics; Psychology>. How many applicants would a call like this get?",2,FALSE,"1) any insight into the ""diversity"" angle/requirement? 2) No specific info to share, but I think in general these searches want either a candidate who comes from a marginalized/underrepresented group, or who has made really substantial contributions to DEI. Ideally both. 3) says it is multi year effort--any idea who recent hires were for comparison? 4) can one survive in LA on the salary they pay? 5) any idea who is on the search committee? 6) #4 UC prof salaries are fine for LA (would take years of saving and a commute to buy a house though) 7) @4 & 6: a lot of UCs provide benefits to purchase housing. 8) similar to #5, how does the search work internally across departments? i.e. who are we writing the applications for? 9) Seems like if you do DEI work, but its not a major part of your ""brand"" as scientist, you shouldn't bother applying. Am I wrong on this? 10) Just my opinion but I don't think you need for your DEI work to be super high profile or novel if that's what you mean.  But you need a consistent track record to suppport the idea that you would be effective in promoting DEI initiatives as a prof. One outreach event is not likley to do it. 11) Just saw the following on twitter about this hire by a UCLA faculty member, maybe that makes it a bit more clear: ""All Life Sciences departments are participating in a search for a Mentor Professor. Key points: you get to do research and DEI efforts + mentoring  are protected service (and count towards promotion)."" 12) @7 Though not all (Current UC Prof here). Also varies a bunch by UC Uni and College. Programs help a smidge but don't solve the fundamental problem at most UCs. For example, housing costs keep skyrocketing but the programs remain unchanged or just plain cut. 13) @that's a real bummer for the diversity agenda - need to seriously consider which folks are able to afford living in LA like that x3. 14) Why is everybody talking about cost of living in LA? There are other positions at UC Berkeley and UC Santa Barbara and nobody is talking about that. Am I missing something? Is cost of living in LA actually higher than in Berkeley or Santa Barbara? 15) This search is EXTREMELY broad: open rank at any of <Ecology and Evolutionary Biology; Integrative Biology and Physiology; Microbiology, Immunology, and Molecular Genetics; Molecular, Cell, and Developmental Biology; Institute for Society and Genetics; Psychology>. How many applicants would a call like this get?",2
10/7/2020 16:00,"University of Texas, Arlington",Texas,Various inside/outside biology,,https://uta.peopleadmin.com/postings/12931,Rank Open,Rank Open,10/26/2020 18:06,"New, multi-disciplinary hiring initiative in support of the four broad themes of our strategic plan, Bold Solutions | Global Impact: (1) Health and the Human Condition; (2) Data-Driven Discovery; (3) Global Environmental Impact; & (4) Sustainable Urban Communities. 15 (!?) positions across campus. 2) might be NTT and research Associate so non-TT. it states ""Funding: expected to continue"". we might need to ask the Provost office for clarification. I'd do it but can't find a contact email 3) Pretty sure its TT. Also got a (somewhat personalized) email from them encouraging me to apply, from the DiversifyEEB list - anyone else get one? x13 (4) No cover letter or teaching statement requested, (5) No review date either (?)",3,FALSE,"New, multi-disciplinary hiring initiative in support of the four broad themes of our strategic plan, Bold Solutions | Global Impact: (1) Health and the Human Condition; (2) Data-Driven Discovery; (3) Global Environmental Impact; & (4) Sustainable Urban Communities. 15 (!?) positions across campus. 2) might be NTT and research Associate so non-TT. it states ""Funding: expected to continue"". we might need to ask the Provost office for clarification. I'd do it but can't find a contact email 3) Pretty sure its TT. Also got a (somewhat personalized) email from them encouraging me to apply, from the DiversifyEEB list - anyone else get one? x13 (4) No cover letter or teaching statement requested, (5) No review date either (?)",3
10/7/2020 13:09,Chapman University,California,Environmental Science & Policy,11/15/2020,https://webfarm.chapman.edu/jobs/job.aspx?id=1150,Asst Prof,Tenure Track,10/9/2020 19:02,"Note that this is multiple positions despite the ambiguous language in the ad. Also, they ""want folks that can contribute to “policy” (very broadly defined)"". (2) anyone know if their salaries are livable considering it's the LA area? (3) Not sure about salaries, but it looks like they offer housing assistance https://www.chapman.edu/faculty-staff/human-resources/fhap/index.aspx#:~:text=The%20Faculty%20Housing%20Assistance%20Program,criteria%20outlined%20in%20the%20program.",,FALSE,"Note that this is multiple positions despite the ambiguous language in the ad. Also, they ""want folks that can contribute to “policy” (very broadly defined)"". (2) anyone know if their salaries are livable considering it's the LA area? (3) Not sure about salaries, but it looks like they offer housing assistance https://www.chapman.edu/faculty-staff/human-resources/fhap/index.aspx#:~:text=The%20Faculty%20Housing%20Assistance%20Program,criteria%20outlined%20in%20the%20program.",
10/7/2020 10:21,Harvard University / Medical School,Massachusetts,Life Sciences,11/15/2020,https://academicpositions.harvard.edu/postings/9791,Asst / Assoc Prof,Tenure Track,10/7/2020 10:23,"""With a specific goal of advancing diversity in scientific research and discovery"". ""up to four tenure track Assistant or Associate Professor positions in the life sciences. We are looking for early-career scientists taking molecular and quantitative approaches in the broad fields of biological and biomedical sciences, with a track record of research productivity and a demonstrated commitment to fostering diversity and equity""",,FALSE,"""With a specific goal of advancing diversity in scientific research and discovery"". ""up to four tenure track Assistant or Associate Professor positions in the life sciences. We are looking for early-career scientists taking molecular and quantitative approaches in the broad fields of biological and biomedical sciences, with a track record of research productivity and a demonstrated commitment to fostering diversity and equity""",
10/6/2020 20:07,"University of California, Berkeley",California,Emerging Infectious Diseases and Antimicrobial Resistance,11/13/2020,https://aprecruit.berkeley.edu/JPF02739,Asst Prof,Tenure Track,10/6/2020 20:09,"""We seek an investigator conducting cutting-edge research on population-based infectious disease problems that arise from the vast array of global changes... combining biologic, clinical, epidemiologic, and computational approaches to find novel solutions to emerging infectious diseases associated with global change and that are of worldwide importance""",1,FALSE,"""We seek an investigator conducting cutting-edge research on population-based infectious disease problems that arise from the vast array of global changes... combining biologic, clinical, epidemiologic, and computational approaches to find novel solutions to emerging infectious diseases associated with global change and that are of worldwide importance""",1
10/6/2020 13:27,UMass-Boston,Massachusetts,Ecology & Evolution of Emerging Diseases,11/15/2020,https://employmentopportunities.umb.edu/boston/en-us/job/506490/assistant-professor-of-ecology-and-evolution-of-emerging-diseases,Asst Prof,Tenure Track,10/10/2020 14:28,"""We expect that candidates for the position could employ a broad range of different approaches in their research including, but not restricted to, fieldwork, mathematical modeling, immunological bioinformatics, and biological networks, and that they will complement existing strengths of the department in plant and animal model systems.""",1,FALSE,"""We expect that candidates for the position could employ a broad range of different approaches in their research including, but not restricted to, fieldwork, mathematical modeling, immunological bioinformatics, and biological networks, and that they will complement existing strengths of the department in plant and animal model systems.""",1
10/6/2020 12:21,University of Pennsylvania,Pennsylvania,Water Science,11/20/2020,https://apply.interfolio.com/78685,Asst Prof,Tenure Track,10/6/2020 12:22,"""Areas of interest include, but are not limited to: hydrology, hydrogeology, limnology, aqueous geochemistry, and hydrometeorology.""",,FALSE,"""Areas of interest include, but are not limited to: hydrology, hydrogeology, limnology, aqueous geochemistry, and hydrometeorology.""",
10/5/2020 22:42,University of Kentucky,Kentucky,Integrative Biology,10/12/2020,https://ukjobs.uky.edu/postings/298399,Asst Prof,Tenure Track,10/18/2020 18:26,"""Our current effort to enhance our research portfolio includes building strength in the following areas: (1) biological timing systems and (2) responses to environmental change."" (2) Open for a week? Haven't seen this posted elsewhere so seems pretty new. I wonder if they have an inside candidate or someone specific in mind. (3) Same ad last year. No ""offer accepted"" claim then. Maybe this is in some way a continuation of last year's search, maybe interrupted by COVID, and not a new search. The SC commented on the job last year, maybe they will shed some light this time too.. (4) I had multiple colleagues interview for this job last year and, to my knowledge, none of them were offered the job.  I think the bet that COVID affected this search is a good one. (5) At least one new hire was made last year although I know they had hoped to hire two x2 @5 4 Again, sorry should have been more clear, my guess is that one of the two (but not both) were filled. I also heard that one position was filled. 6) Anyone have any idea if the letters are being requested for everyone who applies or do they just want contact info in case you make the first cut? 7) Can't say for sure this time, but last time I emailed the chair and he said ""we'll ask for letters later"" (8) SC member here. We filled one position before COVID hit last spring but couldn't make a second offer due to COVID. This fall, we were allowed to choose a prefered candidate from the last application pool for the second position but due to university rules have to readvertise the position. Sorry all :-( ! 9) Thanks for letting us know SC member! x3 10) Yes, thank you for chiming in! That's essentally what I thoguht was going on. Nice to have it confirmed and not waste everyone's time. 11) Unfortunately a bunch of us already wasted our time. x9",10,FALSE,"""Our current effort to enhance our research portfolio includes building strength in the following areas: (1) biological timing systems and (2) responses to environmental change."" (2) Open for a week? Haven't seen this posted elsewhere so seems pretty new. I wonder if they have an inside candidate or someone specific in mind. (3) Same ad last year. No ""offer accepted"" claim then. Maybe this is in some way a continuation of last year's search, maybe interrupted by COVID, and not a new search. The SC commented on the job last year, maybe they will shed some light this time too.. (4) I had multiple colleagues interview for this job last year and, to my knowledge, none of them were offered the job.  I think the bet that COVID affected this search is a good one. (5) At least one new hire was made last year although I know they had hoped to hire two x2 @5 4 Again, sorry should have been more clear, my guess is that one of the two (but not both) were filled. I also heard that one position was filled. 6) Anyone have any idea if the letters are being requested for everyone who applies or do they just want contact info in case you make the first cut? 7) Can't say for sure this time, but last time I emailed the chair and he said ""we'll ask for letters later"" (8) SC member here. We filled one position before COVID hit last spring but couldn't make a second offer due to COVID. This fall, we were allowed to choose a prefered candidate from the last application pool for the second position but due to university rules have to readvertise the position. Sorry all :-( ! 9) Thanks for letting us know SC member! x3 10) Yes, thank you for chiming in! That's essentally what I thoguht was going on. Nice to have it confirmed and not waste everyone's time. 11) Unfortunately a bunch of us already wasted our time. x9",10
10/5/2020 17:54,University of Florida,Florida,Plant Ecophysiology,10/30/2020,https://apply.interfolio.com/79330,Asst Prof,Tenure Track,10/5/2020 19:32,"The candidate will be expected to focus the majority of their research on agronomic crops in Florida, thus experience with agronomic crops is preferred but not required.",,FALSE,"The candidate will be expected to focus the majority of their research on agronomic crops in Florida, thus experience with agronomic crops is preferred but not required.",
10/5/2020 16:46,University of Utah,Utah,Human Genetics,11/15/2020,https://utah.peopleadmin.com/postings/108145,Asst / Assoc Prof,Asst / Assoc Prof,10/21/2020 16:37,"1) what's the deal with letters of rec on this one? the ad doesn't mention them at all, and the app portal has places to add both reference contacts and ""optional"" letters themselves. 2) I'm just going to interpret this as a letters-requested-later situation, and list references in my cover letter and CV",,FALSE,"1) what's the deal with letters of rec on this one? the ad doesn't mention them at all, and the app portal has places to add both reference contacts and ""optional"" letters themselves. 2) I'm just going to interpret this as a letters-requested-later situation, and list references in my cover letter and CV",
10/5/2020 14:19,Pepperdine University,California,Biology,11/21/2020,https://apply.interfolio.com/79416,Asst Prof,Tenure Track,10/25/2020 13:51,"eco-physiology, marine biology, physiology, or a related discipline. ""Faculty, staff and students partner to support Pepperdine’s Christian mission, as well as to engage Pepperdine’s spiritual community. "" 2) Didnt they just hire an eco-physiologist? 3) They request a statement ""on your willingness to support the mission and Christian values of Pepperdine University. In addition, describe how your personal faith intersects with your teaching, your professional life, and/or your intellectual life."" As an evolutionary biologist (though not athiest) I'm not sure how to approach this without entering a mine field. Can someone speak to their attitudes about evolution research? 4) As an evo biologist and non-Christian, I'm not going anywhere near this position. x7 5) As as evo biologist I'd work for the dark lord satan if he's hiring. 6) Do you think my statement of how adherence to the dark lord satan informs my teaching practices will fly for this job? (7) @ mod, are comments 5 and 6 really necessary? x5 This job could be great for someone, and yes Christian students need evolution professors too X5 (8) If you google a bit, they have evolution in their faculty research page and have several articles that essentially esponse theistic evolution http://pepperdine-graphic.com/exploring-the-evolution-tug-of-war/  (9) I am inclined to think that the skepticism of this position is warranted (i.e. do not delete comments 5 or 6). One could ask for any number of statements to specify a very specific demographic that should apply (to the exclusion of others), but why is that helpful?  Isn't a diversity and inclusion statement (not requested) more helpful?  At the very least, I think it is rude to waste applicants' time by asking for a statment that will be used very infrequently. Although, conversely, as someone who does not want to work for an exclusive employer, maybe they are saving me time by making their biases plain. I am not an aetheist, btw. (10) Anyone know if they're looking for an animal physiologist specifically? They hired a plant physiologist recently. (11) The position is specifically for a marine biologist / ecologist / physiologist of animals.",1,FALSE,"eco-physiology, marine biology, physiology, or a related discipline. ""Faculty, staff and students partner to support Pepperdine’s Christian mission, as well as to engage Pepperdine’s spiritual community. "" 2) Didnt they just hire an eco-physiologist? 3) They request a statement ""on your willingness to support the mission and Christian values of Pepperdine University. In addition, describe how your personal faith intersects with your teaching, your professional life, and/or your intellectual life."" As an evolutionary biologist (though not athiest) I'm not sure how to approach this without entering a mine field. Can someone speak to their attitudes about evolution research? 4) As an evo biologist and non-Christian, I'm not going anywhere near this position. x7 5) As as evo biologist I'd work for the dark lord satan if he's hiring. 6) Do you think my statement of how adherence to the dark lord satan informs my teaching practices will fly for this job? (7) @ mod, are comments 5 and 6 really necessary? x5 This job could be great for someone, and yes Christian students need evolution professors too X5 (8) If you google a bit, they have evolution in their faculty research page and have several articles that essentially esponse theistic evolution http://pepperdine-graphic.com/exploring-the-evolution-tug-of-war/  (9) I am inclined to think that the skepticism of this position is warranted (i.e. do not delete comments 5 or 6). One could ask for any number of statements to specify a very specific demographic that should apply (to the exclusion of others), but why is that helpful?  Isn't a diversity and inclusion statement (not requested) more helpful?  At the very least, I think it is rude to waste applicants' time by asking for a statment that will be used very infrequently. Although, conversely, as someone who does not want to work for an exclusive employer, maybe they are saving me time by making their biases plain. I am not an aetheist, btw. (10) Anyone know if they're looking for an animal physiologist specifically? They hired a plant physiologist recently. (11) The position is specifically for a marine biologist / ecologist / physiologist of animals.",1
10/5/2020 12:20,University of Washington,Washington,Mechanobiology,10/31/2020,https://www.biology.washington.edu/news/mechanobiology-position-open,Asst Prof,Tenure Track,10/25/2020 16:56,Does anyone know if this includes biomechanics or if it's constrained to molec/cell scales?,,FALSE,Does anyone know if this includes biomechanics or if it's constrained to molec/cell scales?,
10/5/2020 10:51,Inland Norway University of Applied Sciences,Norway,Fish Ecology and Aquatic Surveys,10/11/2020,https://www.jobbnorge.no/en/available-jobs/job/193147/professor-in-applied-fish-ecology-and-aquatic-systems-surveys,Full Prof,Tenure Track,10/5/2020 10:51,"""We are looking for a full professor. If there are no qualified candidates with a full professor competence, candidates that are likely close to such advancement will be considered.""",,FALSE,"""We are looking for a full professor. If there are no qualified candidates with a full professor competence, candidates that are likely close to such advancement will be considered.""",
10/5/2020 10:46,University of Tartu,Estonia,Macroecology,11/2/2020,https://euraxess.ec.europa.eu/jobs/563694,Assoc Prof,Tenure Track,,,,FALSE,,
10/5/2020 10:44,Université Lyon 1 (Claude Bernard),France,Functional ecology,11/4/2020,https://euraxess.ec.europa.eu/jobs/564538,Full Prof,Tenure Track,10/5/2020 10:45,Full description here: https://www.galaxie.enseignementsup-recherche.gouv.fr/ensup/ListesPostesPublies/FIDIS/0691774D/FOPC_0691774D_4580.pdf,,FALSE,Full description here: https://www.galaxie.enseignementsup-recherche.gouv.fr/ensup/ListesPostesPublies/FIDIS/0691774D/FOPC_0691774D_4580.pdf,
10/5/2020 10:34,Dalhousie University,Canada,Sustainability and Environmental Health,11/13/2020,https://www.academicwork.ca/jobs/tenure-stream-position-elizabeth-may-chair-in-sustainability-and-environment-dalhousie-university-dalhousie-university,Asst Prof,Tenure Track,,,,FALSE,,
10/5/2020 10:34,Aarhus University,Denmark,Arctic Marine Ecology,11/1/2020,https://www.nature.com/naturecareers/job/professor-in-arctic-marine-ecology-aarhus-university-au-730167,Full Prof,Tenure Track,,,,FALSE,,
10/5/2020 10:33,Aarhus University,Denmark,Marine Conservation Ecology,11/1/2020,https://www.nature.com/naturecareers/job/professor-in-marine-conservation-ecology-aarhus-university-au-730168,Full Prof,Tenure Track,10/19/2020 16:37,emphasis on sea birds and marine mammals,1,FALSE,emphasis on sea birds and marine mammals,1
10/4/2020 0:51,Dalhousie University,Canada,Biological Chemistry,11/1/2020,https://dal.peopleadmin.ca/postings/3864,Asst Prof,Tenure Track,10/9/2020 11:04,"""This position is restricted to candidates who self-identify in one or more of the following groups: Indigenous persons, persons with a disability, racially visible persons, women, and persons of a minority sexual orientation and/or gender identity."" (1) nice to see institutions taking action to address diversity issues in academia.5x",,FALSE,"""This position is restricted to candidates who self-identify in one or more of the following groups: Indigenous persons, persons with a disability, racially visible persons, women, and persons of a minority sexual orientation and/or gender identity."" (1) nice to see institutions taking action to address diversity issues in academia.5x",
10/3/2020 15:06,Missouri Botanical Garden,Missouri,Plant Taxonomy and Conservation,,https://usr58.dayforcehcm.com/CandidatePortal/en-US/MBG/Posting/View/515,Full Prof,Permanent Non-Academic,10/4/2020 15:01,"1) It's not evident from the ad, but the person must have experience in taxonomy. 2) This is to replace the current head of teh Science and Conservation Division who is retiring slowly.",,FALSE,"1) It's not evident from the ad, but the person must have experience in taxonomy. 2) This is to replace the current head of teh Science and Conservation Division who is retiring slowly.",
10/3/2020 8:11,Western Colorado University,Colorado,"Wildlife Ecology, Conservation & Management",12/1/2020,https://agency.governmentjobs.com/westernedu/default.cfm?action=viewJob&jobID=2875346,Asst / Assoc Prof,Tenure Track,10/23/2020 16:03,"1) Is it just me, or are the responsibilities ridicuolously huge? 6-8 graduate students, extramural funding, publishing, AND 4-6 courses? 2) I was thinking the same thing. I'm at an R1 school with a 50/50 appointment. I rarely have more than 6 graduate students, and I'm expected to teach 9 credits per year (typically 3 classes, but I teach 2, 4-credit courses with labs). 3) also that salary...ouch :( 4) I agree the salary is less than the person deserves, but it is pretty in line with what you will find a teaching universities of this size. Doens't make it ok, but it is what it is. ",,FALSE,"1) Is it just me, or are the responsibilities ridicuolously huge? 6-8 graduate students, extramural funding, publishing, AND 4-6 courses? 2) I was thinking the same thing. I'm at an R1 school with a 50/50 appointment. I rarely have more than 6 graduate students, and I'm expected to teach 9 credits per year (typically 3 classes, but I teach 2, 4-credit courses with labs). 3) also that salary...ouch :( 4) I agree the salary is less than the person deserves, but it is pretty in line with what you will find a teaching universities of this size. Doens't make it ok, but it is what it is. ",
10/2/2020 14:18,University of Tübingen,Germany,Molecular Plant Biology,10/30/2020,https://uni-tuebingen.de/fakultaeten/mathematisch-naturwissenschaftliche-fakultaet/fachbereiche/zentren/zmbp/zmbp/job-opportunities/#c12494,Asst Prof,Tenure Track,10/5/2020 12:13,Rejection email received on Sept 28. 2) This is for a new position. The one #1 is mentioning is an openning that has a 9/1 deadline and they already decided candidate.,1,FALSE,Rejection email received on Sept 28. 2) This is for a new position. The one #1 is mentioning is an openning that has a 9/1 deadline and they already decided candidate.,1
10/2/2020 13:40,Auburn University,Alabama,Plant Developmental Biology,12/1/2020,https://www.auemployment.com/postings/19341,Asst / Assoc Prof,Tenure Track,,,,FALSE,,
10/1/2020 15:25,University of Georgia,Georgia,Infectious Disease Epidemiology and Modeling,12/15/2020,https://www.ugajobsearch.com/postings/163035,Asst Prof,Tenure Track,,,,FALSE,,
10/1/2020 12:11,Truman State University,Missouri,Human Anatomy,11/13/2020,https://secure.truman.edu/positionlisting-s/positiondetails.asp?positionId=2844,Asst Prof,Tenure Track,10/1/2020 12:12,Position is split between Health and Exercise Science (75%) and Biology (25%),,FALSE,Position is split between Health and Exercise Science (75%) and Biology (25%),
10/1/2020 12:09,Truman State University,Missouri,"Microbiology, Cell or Genetics",11/14/2020,https://secure.truman.edu/positionlisting-s/positiondetails.asp?positionId=1836,Asst Prof,Tenure Track,,,,FALSE,,
9/29/2020 16:24,Augustana University,South Dakota,Genetics/Molecular Biology,11/1/2020,http://www.augie.edu/about/college-offices-and-affiliates/human-resources/prospective/faculty#Assistant%20Professor%20-%20Biology,Asst Prof,Tenure Track,10/23/2020 15:54,"""Duties typically include teaching 2 lectures and 2 labs each semester and a January term course."" ""While teaching is a major component of the position, productive research involving undergraduates is expected and is a long-standing tradition in the department."" [To AP: Please correct the name of the university to ""Augustana""]  Hah, they should change to Augustuna :)",,FALSE,"""Duties typically include teaching 2 lectures and 2 labs each semester and a January term course."" ""While teaching is a major component of the position, productive research involving undergraduates is expected and is a long-standing tradition in the department."" [To AP: Please correct the name of the university to ""Augustana""]  Hah, they should change to Augustuna :)",
9/29/2020 12:59,The Ohio State University,Ohio,Specialty Crop Entomologist,10/31/2020,https://jobs.sciencecareers.org/job/519696/tenure-track-faculty-position-/,Asst / Assoc Prof,Tenure Track,9/29/2020 13:00,"“strong focus on agroecology and the improvement of sustainable management practices in various specialty cropping systems. Individuals with expertise in specialty crops, invasive ecology, and pest management are strongly encouraged to apply.”",,FALSE,"“strong focus on agroecology and the improvement of sustainable management practices in various specialty cropping systems. Individuals with expertise in specialty crops, invasive ecology, and pest management are strongly encouraged to apply.”",
9/29/2020 11:59,Governors State University,Illinois,Evolutionary & Developmental Biology ,,https://employment.govst.edu/postings/5516,Asst Prof,Tenure Track,9/29/2020 13:06,Open Until Filled,3,FALSE,Open Until Filled,3
9/29/2020 8:58,Carnegie Mellon University,Pennsylvania,Quantitative Biology,12/1/2020,https://apply.interfolio.com/78959,Asst Prof,Tenure Track,9/30/2020 22:56,"1) Could anyone advise what specifically do they mean by ""Quantitative Biology"" - do they have a topic in mind already? ",1,FALSE,"1) Could anyone advise what specifically do they mean by ""Quantitative Biology"" - do they have a topic in mind already? ",1
9/28/2020 7:01,Max Planck Institutes / Technische Universität München (TUM) ,Germany,Any,10/22/2020,https://www.mpg.de/career/max-planck-research-groups/applications,Group Leader,Fixed Term,10/25/2020 13:37,"MPI Group leaders are not equivalent to TT professorships. 2) Agreed, the MPI positions are max 9 years, but not sure about the TU Munich part of this call. Maybe it can lead to W2 there?  3) @2 it sounds like it can? 4) @2 and @3 - you addtionally also apply to TUM to be an assistant professor (W2 in this case) and if selected you will run your group at a MPI and be assosiated with TUM until 6 years at MPI are over and you may transition to a W3 tenured position at TUM. Of course they don't select a lot of candidates for this option and it depends if they will need a professor in a respective department in the next couple of years (e.g. someone retires) 5) I'm a current MPI group leader (at a different institute). They are great fellowships with great funding, and assistant professor equivalent in many ways, but they are not tenure track. And from what I hear on the MRGL grape vine, the TUM assistant professorships are basically just for optics - very few group leaders who apply are offered them.  6) Just wondering how many of those who applied have previous links to Germany: 2 | Or not: 1",6,FALSE,"MPI Group leaders are not equivalent to TT professorships. 2) Agreed, the MPI positions are max 9 years, but not sure about the TU Munich part of this call. Maybe it can lead to W2 there?  3) @2 it sounds like it can? 4) @2 and @3 - you addtionally also apply to TUM to be an assistant professor (W2 in this case) and if selected you will run your group at a MPI and be assosiated with TUM until 6 years at MPI are over and you may transition to a W3 tenured position at TUM. Of course they don't select a lot of candidates for this option and it depends if they will need a professor in a respective department in the next couple of years (e.g. someone retires) 5) I'm a current MPI group leader (at a different institute). They are great fellowships with great funding, and assistant professor equivalent in many ways, but they are not tenure track. And from what I hear on the MRGL grape vine, the TUM assistant professorships are basically just for optics - very few group leaders who apply are offered them.  6) Just wondering how many of those who applied have previous links to Germany: 2 | Or not: 1",6
9/27/2020 11:14,Peru State College,Nebraska,Biology,,https://nscs.peopleadmin.com/postings/7925%20target=,Asst Prof,Tenure Track,10/1/2020 9:47,"Applications are being reviewed as they are received. No visa sponsorship. 2) seems like a failed search. Got a rejection from them just last week. 3) This position was filled and then the person had to remove themselves because of a personal matter. 4) Any idea if they will be re-running search or using the list they already sent rejections to? 5) I don't believe we are re-using previous applications, but I can find out. 6) The hiring committee will not have access to the previous list of applicants or their materials and therefore anyone that wants to be considered will have to reapply. ",3,FALSE,"Applications are being reviewed as they are received. No visa sponsorship. 2) seems like a failed search. Got a rejection from them just last week. 3) This position was filled and then the person had to remove themselves because of a personal matter. 4) Any idea if they will be re-running search or using the list they already sent rejections to? 5) I don't believe we are re-using previous applications, but I can find out. 6) The hiring committee will not have access to the previous list of applicants or their materials and therefore anyone that wants to be considered will have to reapply. ",3
9/26/2020 18:01,UCLA,California,Bioengineering,11/1/2020,https://recruit.apo.ucla.edu/JPF05844,Rank Open,Tenure Track,10/5/2020 13:49,what counts are bioengineering?  2) Apply whether you think you fit or not. ,,FALSE,what counts are bioengineering?  2) Apply whether you think you fit or not. ,
9/25/2020 21:07,Western University,Canada,Animal Cognition/Behavior,10/31/2020,https://psychology.uwo.ca/about_us/anicogposn.html,Asst Prof,Tenure Track,9/30/2020 8:41,"1) Is this the same search as last year or a new one?  2) I belive is the same. They changed the wording to make sure the aplicants have cognitive/behavioral experience. ""We welcome applications from researchers in neighbouring fields, such as behavioural ecology or behavioural neuroscience, but the successful applicant must clearly demonstrate excellence in research on cognitive aspects of animal behaviour, such as learning and memory, spatial cognition, communication, decision making, timing, numerical ability, or perception. Furthermore, the successful applicant will have clear expertise in the use of behavioural methods and analyses to address topics in cognition.""",4,FALSE,"1) Is this the same search as last year or a new one?  2) I belive is the same. They changed the wording to make sure the aplicants have cognitive/behavioral experience. ""We welcome applications from researchers in neighbouring fields, such as behavioural ecology or behavioural neuroscience, but the successful applicant must clearly demonstrate excellence in research on cognitive aspects of animal behaviour, such as learning and memory, spatial cognition, communication, decision making, timing, numerical ability, or perception. Furthermore, the successful applicant will have clear expertise in the use of behavioural methods and analyses to address topics in cognition.""",4
9/25/2020 14:50,Auburn University,Alabama,Human-Environment Interactions,12/14/2020,https://findajob.agu.org/job/8013507/assistant-professor-or-associate-professor/?TrackID=4,Asst / Assoc Prof,Tenure Track,,,,FALSE,,
9/24/2020 14:26,NC State University,North Carolina,Chemical Oceanography,10/12/2020,https://careers.insidehighered.com/job/1994314/assistant-professor-chemical-oceanography/,Asst Prof,Tenure Track,,,1,FALSE,,1
