Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,Number Applied,Mod Flag,Notes Backup,Number Applied
12/27/2022 14:24,Wells College,New York,Environmental Science (Aquatic Ecosystems),1/15/2023,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=14c62faa-11e0-4864-bf28-fb1d2abe5ae9&ccId=19000101_000001&jobId=462427&source=CC2&lang=en_US,Asst Prof,Tenure Track,3/6/2023 9:21,"Recieved an email from the SC stating that the salary for this position starts at $64k and ask if I am still interested (assuming that this means I probably made it to some sort of short list). Wondering why they didn't just post this info in the job ad? 2) So did you receive an official interview invite? Just wondering if they've sent out invites yet...3) no, I did not recieve any official interview invite as of Feb 3. 4) @3, okay, thank you for letting me know! 5) Any updates?? I emailed last week and was told they are still reviewing (and no updates) but radio silence since then... 6) Interview request recieved week of Feb 20.",1,FALSE,"Recieved an email from the SC stating that the salary for this position starts at $64k and ask if I am still interested (assuming that this means I probably made it to some sort of short list). Wondering why they didn't just post this info in the job ad? 2) So did you receive an official interview invite? Just wondering if they've sent out invites yet...3) no, I did not recieve any official interview invite as of Feb 3. 4) @3, okay, thank you for letting me know! 5) Any updates?? I emailed last week and was told they are still reviewing (and no updates) but radio silence since then... 6) Interview request recieved week of Feb 20.",1
12/24/2022 1:32,North Carolina State University,North Carolina,Entomology,,https://jobs.ncsu.edu/postings/176390,Asst Prof,Tenure Track,3/31/2023 7:21,"Open until filled. Insect biodiversity, with an emphasis on using modern approaches in taxonomic and phylogenetic systematics. The position will also serve as Director of the NC State University Insect Museum. 1) Does anyone know when the applications are due? Thanks.2)Based on the ECN email from a prof at NCSU (and possibly on the search committee) application review begins on Feb 1, weird that it isn't in this advertisement though. 3) Any action? No x2 4) Posting gone from website 3/1, 4) My status in the portal was changed to ""No Longer Under Consideration"". Maybe I'm just out. Maybe it's a cancelled search. Consiering the time we put into these apps, it would be courteous to at least let people know of a cancellation. x4 5)Just checked the portal, mine still says ""Review Underway"" x2 6) All these weird things about the application process is a red flag 7) This museum has been fairly neglected. About a year ago I talked with someone who recently left the department and they thought this position and the (retiring) collection manager position may never be opened. 8) Thanks for that context @8. Sounds like a challenging role to take on.10) Zoom interview requested on 3/22",4,FALSE,"Open until filled. Insect biodiversity, with an emphasis on using modern approaches in taxonomic and phylogenetic systematics. The position will also serve as Director of the NC State University Insect Museum. 1) Does anyone know when the applications are due? Thanks.2)Based on the ECN email from a prof at NCSU (and possibly on the search committee) application review begins on Feb 1, weird that it isn't in this advertisement though. 3) Any action? No x2 4) Posting gone from website 3/1, 4) My status in the portal was changed to ""No Longer Under Consideration"". Maybe I'm just out. Maybe it's a cancelled search. Consiering the time we put into these apps, it would be courteous to at least let people know of a cancellation. x4 5)Just checked the portal, mine still says ""Review Underway"" x2 6) All these weird things about the application process is a red flag 7) This museum has been fairly neglected. About a year ago I talked with someone who recently left the department and they thought this position and the (retiring) collection manager position may never be opened. 8) Thanks for that context @8. Sounds like a challenging role to take on.10) Zoom interview requested on 3/22",4
12/23/2022 8:15,William Jewell College,Missouri,Biology,12/26/2022,https://www.jewell.edu/employment,Instructor,Fixed Term,3/2/2023 12:32,"1) Position is open until filled; ideal candidate will teach genetics or human anatomy; contract 12-18 months and the position may become tenure-track. 2) Candidate here. Contract  was/is not 12-18 months as advertised.  Also, the potential for tenure-track remains is not performance based, but is contingent on whether or not another professor leaves the department.",,FALSE,"1) Position is open until filled; ideal candidate will teach genetics or human anatomy; contract 12-18 months and the position may become tenure-track. 2) Candidate here. Contract  was/is not 12-18 months as advertised.  Also, the potential for tenure-track remains is not performance based, but is contingent on whether or not another professor leaves the department.",
12/22/2022 10:37,University of Washington (Friday Harbor Lab),Washington,Marine Biology,1/31/2023,https://ap.washington.edu/ahr/position-details/?job_id=108298,Asst / Assoc Teaching Prof,Fixed Term,3/8/2023 9:55,"9-month, non-tenured (multi-year renewable) Assistant or Associate Teaching Professor in the broad field of marine sciences. Based at Friday Harbor Lab. 1) Important to note that the ad states that at least 3 years of teaching experience at the assistant or associate professor level is required. Makes the impressive salary range make a bit more sense. 2) Thanks for pointing that out! I guess I can't actually apply even though I have >3 years teaching experience post-PhD. x3 3) I emailed the search chair and 3+ years of instructor of record experience that includes design/planning/execution of courses is ok. 4) Letters requested. 5) No cover letter - odd 6) Anyone get letter requests yet? Looks like @4 said letters requested, but that was posted around a month ago - seems odd they would have short-listed candidates already a month before the search closed, barring something weird going on with the search 7) Any zoom/phone invites yet? 8) I'm assuming this search moved on without me 2/27. Has anyone heard anything? 9) Any news from anyone one way or another? (3/2) 10) Zoom invite (3/7) ",,FALSE,"9-month, non-tenured (multi-year renewable) Assistant or Associate Teaching Professor in the broad field of marine sciences. Based at Friday Harbor Lab. 1) Important to note that the ad states that at least 3 years of teaching experience at the assistant or associate professor level is required. Makes the impressive salary range make a bit more sense. 2) Thanks for pointing that out! I guess I can't actually apply even though I have >3 years teaching experience post-PhD. x3 3) I emailed the search chair and 3+ years of instructor of record experience that includes design/planning/execution of courses is ok. 4) Letters requested. 5) No cover letter - odd 6) Anyone get letter requests yet? Looks like @4 said letters requested, but that was posted around a month ago - seems odd they would have short-listed candidates already a month before the search closed, barring something weird going on with the search 7) Any zoom/phone invites yet? 8) I'm assuming this search moved on without me 2/27. Has anyone heard anything? 9) Any news from anyone one way or another? (3/2) 10) Zoom invite (3/7) ",
12/21/2022 20:50,Imperial College London,United Kingdom,Artificial Intelligence / Machine Learning / Data Science / Digital Technologies,1/23/2023,https://www.imperial.ac.uk/jobs/description/ENG02427/lecturer-senior-lecturer-assistant-associate-professor-positions-artificial-intelligence-machine,Lecturer / Sr Lecturer,Tenure Track,1/10/2023 5:07,"8 new Lecturer/Senior Lecturer (equivalent to Assistant / Associate Professor) positions focused on AI, data science or machine learning. This is outside Life Sciences / Ecology / Evolution Department recruitment, but one or more of these posts can be housed in Life Sciences. Please consider applying if you are a practitioner of AI/ML/Digital tech applied to Ecology / Evolution / Biology!  2) Imperial seems to be hiring like crazy these days. 3) The link is not working (4) I just checked and it is working for me (https://www.imperial.ac.uk/jobs/description/ENG02427/lecturer-senior-lecturer-assistant-associate-professor-positions-artificial-intelligence-machine). 5) The application form here is really intense - the guidance document says these fields are only required if you're applying for Lecturer/Senior Lecturer (but not if you are applying for Assistant/Associate Professor). Can anyone enlighten me on the difference here? It seems like nearly all of the information from the application form will be covered in the other materials requested, so I only want to fill out this form if necessary...",,FALSE,"8 new Lecturer/Senior Lecturer (equivalent to Assistant / Associate Professor) positions focused on AI, data science or machine learning. This is outside Life Sciences / Ecology / Evolution Department recruitment, but one or more of these posts can be housed in Life Sciences. Please consider applying if you are a practitioner of AI/ML/Digital tech applied to Ecology / Evolution / Biology!  2) Imperial seems to be hiring like crazy these days. 3) The link is not working (4) I just checked and it is working for me (https://www.imperial.ac.uk/jobs/description/ENG02427/lecturer-senior-lecturer-assistant-associate-professor-positions-artificial-intelligence-machine). 5) The application form here is really intense - the guidance document says these fields are only required if you're applying for Lecturer/Senior Lecturer (but not if you are applying for Assistant/Associate Professor). Can anyone enlighten me on the difference here? It seems like nearly all of the information from the application form will be covered in the other materials requested, so I only want to fill out this form if necessary...",
12/21/2022 14:58,Northland College,Wisconsin,Restoration Ecology,1/16/2023,https://www.northland.edu/job/assistant-professor-of-natural-resources-restoration-ecologist/,Asst Prof,Tenure Track,3/6/2023 15:39,1) invited for virtual interview next week 1/31. 2) Invited for (1st) virtual interview this week - Feb. 16. 3) any news? Feb 27. 4.) on-campus interview scheduled for late March. x2,5,FALSE,1) invited for virtual interview next week 1/31. 2) Invited for (1st) virtual interview this week - Feb. 16. 3) any news? Feb 27. 4.) on-campus interview scheduled for late March. x2,5
12/21/2022 12:46,North Carolina State University,North Carolina,Genetics/Genomics,1/5/2023,https://jobs.ncsu.edu/postings/175853,Asst Teaching Prof,Permanent Non-TT,12/22/2022 14:36,"""primary responsibility for establishing a set of mostly 1-credit genetics and genomics courses aimed predominantly at undergraduate students who are not in the life sciences.""",,FALSE,"""primary responsibility for establishing a set of mostly 1-credit genetics and genomics courses aimed predominantly at undergraduate students who are not in the life sciences.""",
12/21/2022 10:40,Emporia State University,Kansas,Landscape Mammalogist,2/1/2023,https://sites.google.com/g.emporia.edu/human-resources/faculty-staff-open-positions/1128-assistant-or-associate-professor,Asst / Assoc Prof,Tenure Track,2/2/2023 4:36,"https://www.kcur.org/news/2022-09-22/layoffs-at-emporia-state-have-tenured-faculty-across-kansas-wondering-if-theyre-next 2) SC member here - yes, what happened here is very disheartening, but this TT position is newly created. The department is very collegial and supportive, and the administrative actions do not reflect this department nor the faculty as a whole. Happy to try to answer any questions or concerns. 3) how do they lay off so many people and then a couple months later create a new TT position... is the school broke or not? 4) Doesn't appear the school is broke but rather coordinated ""restructuring"" of university with state board of regents under the guise of a temporary covid relief policy to make the state schools less competitive with one another for new students. 5) Make no mistake-- this school is broke. Whether you call it ""restructuring"" or ""retrenchment"" or ""layoffs"", this school is broke. Many schools are broke though! ",,FALSE,"https://www.kcur.org/news/2022-09-22/layoffs-at-emporia-state-have-tenured-faculty-across-kansas-wondering-if-theyre-next 2) SC member here - yes, what happened here is very disheartening, but this TT position is newly created. The department is very collegial and supportive, and the administrative actions do not reflect this department nor the faculty as a whole. Happy to try to answer any questions or concerns. 3) how do they lay off so many people and then a couple months later create a new TT position... is the school broke or not? 4) Doesn't appear the school is broke but rather coordinated ""restructuring"" of university with state board of regents under the guise of a temporary covid relief policy to make the state schools less competitive with one another for new students. 5) Make no mistake-- this school is broke. Whether you call it ""restructuring"" or ""retrenchment"" or ""layoffs"", this school is broke. Many schools are broke though! ",
12/21/2022 5:32,Aarhus University,Denmark,Seabird Ecology,1/1/2023,https://www.nature.com/naturecareers/job/full-professor-in-seabird-ecology-aarhus-university-au-764324,Full Prof,Tenure Track,,,,FALSE,,
12/21/2022 5:31,Aarhus University,Denmark,Freshwater Ecology,1/1/2023,https://www.nature.com/naturecareers/job/professors-in-freshwater-ecology-at-aarhus-university-denmark-aarhus-university-au-764323,Full Prof,Tenure Track,,,1,FALSE,,1
12/21/2022 5:30,Aarhus University,Denmark,Quantitative Ecology,3/1/2023,https://international.au.dk/about/profile/vacant-positions/job/professor-in-quantitative-ecology,Full Prof,Tenure Track,2/21/2023 8:25,"""The successful candidate will work in a dynamic and internationally engaged scientific environment at the Section for Marine Mammal Research"". [updated link & deadline -AP]",2,FALSE,"""The successful candidate will work in a dynamic and internationally engaged scientific environment at the Section for Marine Mammal Research"". [updated link & deadline -AP]",2
12/21/2022 5:22,University of Melbourne,Australia,Native Vertebrate Biology,1/15/2023,https://www.timeshighereducation.com/unijobs/listing/320939/lecturer-senior-lecturer-in-native-vertebrate-biology/,Lecturer / Sr Lecturer,Tenure Track,2/3/2023 11:18,Any resources on if or how the application process / portfolio differs in Australia?  1) I submitted my standard materials  (2pg each) and it got me a first round interview for a different position at this university,,FALSE,Any resources on if or how the application process / portfolio differs in Australia?  1) I submitted my standard materials  (2pg each) and it got me a first round interview for a different position at this university,
12/21/2022 5:21,Griffith University,Australia,Molecular Ecology,1/27/2023,https://www.timeshighereducation.com/unijobs/listing/320889/senior-lecturer-in-molecular-ecology/,Sr Lecturer,Tenure Track,12/27/2022 11:26,Is Sr. Lecturer equal to Assoc level or open to Assistant level folks ?,1,FALSE,Is Sr. Lecturer equal to Assoc level or open to Assistant level folks ?,1
12/21/2022 5:20,Norwegian University of Science and Technology,Norway,Integrative Taxonomy & Phylogenetics,2/1/2023,https://academicpositions.com/ad/norwegian-university-of-science-and-technology/2022/associate-professor-in-integrative-taxonomy-and-phylogenetics/188798,Assoc Prof,Tenure Track,12/21/2022 9:59,"Important detail: The PhD should have been awarded no more than 5 years prior to the application deadline, excluding law entitled leave.  ",,FALSE,"Important detail: The PhD should have been awarded no more than 5 years prior to the application deadline, excluding law entitled leave.  ",
12/21/2022 5:19,Pontificia Universidad Católica de Chile ,Chile,Evolutionary Biology,1/16/2023,https://academicpositions.com/ad/pontificia-universidad-catolica-de-chile/2022/call-for-applications-academic-position-for-assistant-or-associate-professor-in-evolutionary-biology/189333#apply,Asst / Assoc Prof,Tenure Track,1/11/2023 10:53,"(1) what is this obsession with number of citations, impact factor and years of publication? scary to see this in an application form nowadays. (2) Any info on how much the Catholic affiliation of this university might affect faculty life? E.g. environment for LGBT+ faculty and students, accessibility of abortion (within Chile's legal limits), etc. @2 none, really. I've spent some time at PUC Chile. It's one of the best departments in the world. The relgious affilation doesn't affect faculty life, to my understanding. Santiago is a very progressive city. 3) anyone know what they want you to upload for the ""copy of the PhD degree?""",1,FALSE,"(1) what is this obsession with number of citations, impact factor and years of publication? scary to see this in an application form nowadays. (2) Any info on how much the Catholic affiliation of this university might affect faculty life? E.g. environment for LGBT+ faculty and students, accessibility of abortion (within Chile's legal limits), etc. @2 none, really. I've spent some time at PUC Chile. It's one of the best departments in the world. The relgious affilation doesn't affect faculty life, to my understanding. Santiago is a very progressive city. 3) anyone know what they want you to upload for the ""copy of the PhD degree?""",1
12/21/2022 5:16,University of Amsterdam,Netherlands,Evolutionary Behavioural Ecology,1/8/2023,https://www.academictransfer.com/en/320890/associate-professor-in-senior-position-evolutionary-behavioral-ecology/,Assoc Prof,Tenure Track,,,2,FALSE,,2
12/21/2022 5:14,St. Mary's University,Canada,Biology,12/31/2022,https://www.universityaffairs.ca/search-job/?job_id=59986,Asst / Assoc Prof,Tenure Track,1/12/2023 13:50,"The ideal candidate will be able to teach Introductory & upper level Ecology, Conservation Biology, Biostatistics, and lead week-long travel study courses in Marine & Tropical Ecology. 2) link to job ad doesn't seem to be working. ",1,FALSE,"The ideal candidate will be able to teach Introductory & upper level Ecology, Conservation Biology, Biostatistics, and lead week-long travel study courses in Marine & Tropical Ecology. 2) link to job ad doesn't seem to be working. ",1
12/21/2022 5:12,University of Toronto,Canada,Forest Conservation Biology,1/9/2023,https://www.universityaffairs.ca/search-job/?job_id=59685,Asst Prof,Tenure Track,1/26/2023 14:09,Invitation for on-campus interview received 1/26 1) That was fast!,2,FALSE,Invitation for on-campus interview received 1/26 1) That was fast!,2
12/21/2022 5:11,University of Cumbria,United Kingdom,Ecology and Conservation,1/12/2023,https://www.jobs.ac.uk/job/CVW846/lecturer-in-ecology-and-conservation,Lecturer,Tenure Track,1/3/2023 9:21,"1) Salary: £35,333 with incremental progression to £39,745",,FALSE,"1) Salary: £35,333 with incremental progression to £39,745",
12/21/2022 5:10,Edinburgh Napier University,United Kingdom,Marine Ecology,1/29/2023,https://www.jobs.ac.uk/job/CVV948/associate-professor-in-marine-ecology,Assoc Prof,Tenure Track,,,,FALSE,,
12/21/2022 5:09,University of Macau,China,Ocean Environment & Ecology,2/7/2023,https://www.jobs.ac.uk/job/CVU434/associate-assistant-professor-in-ocean-environment-and-ecology,Asst / Assoc Prof,Tenure Track,,,,FALSE,,
12/21/2022 5:08,University College Dublin,Ireland,Applied Invertebrate Ecology,12/22/2022,https://www.jobs.ac.uk/job/CVI720/lecturer-assistant-professor-in-applied-invertebrate-ecology,Asst Prof,Tenure Track,,,1,FALSE,,1
12/21/2022 5:07,University Centre in Svalbard,Norway,Terrestrial Vertebrate Zoology / Ecology,2/28/2023,https://www.jobbnorge.no/en/available-jobs/job/236543/associate-professor-terrestrial-vertebrate-zoology-ecology,Assoc Prof,Tenure Track,1/16/2023 6:03,"Arctic terrestrial zoology 1) Oh to be a polar bear researcher!, 2) or caribou/reindeer! 
",1,FALSE,Arctic terrestrial zoology 1) Oh to be a polar bear researcher!,1
12/21/2022 5:04,University of Southampton,United Kingdom,Plant-Organism Interactions,2/13/2023,https://uniroles.co.uk/display-job/38851/Lecturer-Associate-Professor-Professor-in-Plant-Organism-Interactions.html?searchId=1671626974.0202&page=1,Five positions - all ranks,Tenure Track,1/1/2023 7:39,"(1) Thoughts on the likelihood of this going to int'l applicant? (2) Go for it! (3) Jan 1: page not found, broken link?",1,FALSE,"(1) Thoughts on the likelihood of this going to int'l applicant? (2) Go for it! (3) Jan 1: page not found, broken link?",1
12/21/2022 5:03,University of Southampton,United Kingdom,Ecology,2/6/2023,https://uniroles.co.uk/display-job/38848/Lecturer-Associate-Professor-in-Ecology.html?searchId=1671626974.0202&page=1,Asst / Assoc Prof,Tenure Track,3/2/2023 6:23,"(1) Link doesn't work. (2) corrected link: https://jobs.soton.ac.uk/Vacancy.aspx?ref=2106222BJ  You may have interests in land-use change, food systems, and/or sustainability, using spatial modelling, field experiments, and/or molecular techniques, but we welcome applications in all areas of ecology. Extended due date to 13 Feb.",2,FALSE,"(1) Link doesn't work. (2) corrected link: https://jobs.soton.ac.uk/Vacancy.aspx?ref=2106222BJ  You may have interests in land-use change, food systems, and/or sustainability, using spatial modelling, field experiments, and/or molecular techniques, but we welcome applications in all areas of ecology. Extended due date to 13 Feb.",2
12/21/2022 5:01,Södertörn University,Sweden,Environmental Science,1/31/2023,https://web103.reachmee.com/ext/I007/532/job?site=24&lang=UK&validator=2f5f4343b7f80edb4b210427ef968f34&job_id=6181&utm_source=eurosciencejobs&utm_medium=job_board&utm_campaign=apply_now_job_link,Assoc Sr Lecturer,Fixed Term,12/21/2022 5:02,specialising in climate and/or environmental change in the Baltic Sea region and/or Eastern Europe,,FALSE,specialising in climate and/or environmental change in the Baltic Sea region and/or Eastern Europe,
12/21/2022 5:00,Örebro University,Sweden,Environmental Science,12/22/2022,https://www.oru.se/english/career/available-positions/job/?jid=20220378,Assoc Sr Lecturer,Fixed Term,,,,FALSE,,
12/20/2022 15:44,Smithsonian National Museum of Natural History,District of Columbia,Marine Biology,12/30/2022,https://www.si.edu/content/ohr/SITrustVacs/SITRUST-23-NMNH1204.pdf,Research Biologist,Fixed Term,12/27/2022 7:22,"Temporary 2 year position, possible extension for an additional 3 years. eDNA skills required",,FALSE,"Temporary 2 year position, possible extension for an additional 3 years. eDNA skills required",
12/20/2022 10:45,University of Texas at El Paso,Texas,Biology,1/13/2023,https://utep.interviewexchange.com/jobofferdetails.jsp?JOBID=156575,Department Chair,Tenure Track,12/7/2022 12:55,"1) I don't see dept chair on the attached link? 2) Sorry and Thank you! Fixed it. Please note deadline is very soft and just ""encouraged"". The committee is trying to change it to sometime in January but not sure exactly when. This is a department that has both biomedical and ecoevo faculty. Please keep that in mind when applying.",,FALSE,"1) I don't see dept chair on the attached link? 2) Sorry and Thank you! Fixed it. Please note deadline is very soft and just ""encouraged"". The committee is trying to change it to sometime in January but not sure exactly when. This is a department that has both biomedical and ecoevo faculty. Please keep that in mind when applying.",
12/19/2022 10:06,Dominican University,Illinois,Genetics,1/15/2023,https://www.dom.edu/jobs?gnk=job&gni=8a7887ac84f501220185114bde420417&lang=en,Lecturer,Permanent Non-TT,12/19/2022 10:10,"Primary responsibilities include teaching undergraduate courses in genetics, general biology, and upper-level biology courses",,FALSE,"Primary responsibilities include teaching undergraduate courses in genetics, general biology, and upper-level biology courses",
12/18/2022 21:50,University of Tasmania,Australia,Plant Ecology,1/29/2023,https://careers.utas.edu.au/cw/en/job/498209/lecturersenior-lecturer-in-plant-ecology,Lecturer / Sr Lecturer,Tenure Track,3/6/2023 12:39,"The position is open to people of all nationalities, and the department are especially encouraging female and trans/non-binary field-based ecologists. The application requires a statement addressing selection criteria, as is the usual for Australian faculty job advertisements (not statements of research/teaching/diversity). 1) I did my PhD there. Hobart is a beautiful place to work and live. Colleagues are great, and work environment and support are amazing. FYI. Lecturer is equivalent to Assistant prof in the US.  2) Any news of why this has been postponed to start reviewing? Did anybody got invited to interview? 3) Interviews scheduled  4) Rejection message received so I assume the search was finished and successful 6) Nope the interviews haven't finished yet",5,FALSE,"The position is open to people of all nationalities, and the department are especially encouraging female and trans/non-binary field-based ecologists. The application requires a statement addressing selection criteria, as is the usual for Australian faculty job advertisements (not statements of research/teaching/diversity). 1) I did my PhD there. Hobart is a beautiful place to work and live. Colleagues are great, and work environment and support are amazing. FYI. Lecturer is equivalent to Assistant prof in the US.  2) Any news of why this has been postponed to start reviewing? Did anybody got invited to interview? 3) Interviews scheduled  4) Rejection message received so I assume the search was finished and successful 6) Nope the interviews haven't finished yet",5
12/18/2022 9:21,University of Missouri - St. Louis,Missouri,"Ecology, Evolution, and Conservation ",1/30/2023,https://erecruit.umsystem.edu/psc/tamext/STLOU/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&SiteId=11&FOCUS=Applicant&SiteId=11&JobOpeningId=44505&PostingSeq=1&,Assoc / Full Prof,Tenure Track,3/15/2023 12:04,"E. Desmond Lee Endowed Professorship in Zoological Studies to be filled by an outstanding scientist in an area of research that incorporates ecology, evolution, and conservation approaches to animal diversity. 1) contacted for Zoom interview 2/24 for week of 3/6. 2) Campus interviews being scheduled in April.",2,FALSE,"E. Desmond Lee Endowed Professorship in Zoological Studies to be filled by an outstanding scientist in an area of research that incorporates ecology, evolution, and conservation approaches to animal diversity. 1) contacted for Zoom interview 2/24 for week of 3/6. 2) Campus interviews being scheduled in April.",2
12/17/2022 18:53,University of St. Andrews,United Kingdom,"Behavior, Ecology & Evolution",2/16/2023,https://www.vacancies.st-andrews.ac.uk/Vacancies/W/2130/0/375007/889/lectureship-in-behaviour-ecology-evolution-ac2357nb,Asst Prof,Tenure Track,1/3/2023 14:24,"1) Whats the likelihood of this position going to a non UK national? 2) I'd imagine slim, unless you've lived in the UK for a while (e.g. have leave to remain already) 3) UK generally likes to hire from within/ people who are already connected UNLESS you're a real hot shot. 4) Anyone have insight into what to submit? Application looks like it only requests a CV + cover letter (but with room to upload other documents) and the job posting doesn't specify 5) UK universities mostly care about publications (because of the REF system incentives) so CV is the most important. Your research interests etc. can all go in the cover letter. You could always upload a couple of pubs as extra docs-couldn't hurt. If you're not from the UK, would also recommend converting your grants into GBP in your CV (along w value in original currency). 6) @5 amazing, thank you!",3,FALSE,"1) Whats the likelihood of this position going to a non UK national? 2) I'd imagine slim, unless you've lived in the UK for a while (e.g. have leave to remain already) 3) UK generally likes to hire from within/ people who are already connected UNLESS you're a real hot shot. 4) Anyone have insight into what to submit? Application looks like it only requests a CV + cover letter (but with room to upload other documents) and the job posting doesn't specify 5) UK universities mostly care about publications (because of the REF system incentives) so CV is the most important. Your research interests etc. can all go in the cover letter. You could always upload a couple of pubs as extra docs-couldn't hurt. If you're not from the UK, would also recommend converting your grants into GBP in your CV (along w value in original currency). 6) @5 amazing, thank you!",3
12/17/2022 12:13,Southern Illinois University,Illinois,Plant Community Ecology,1/13/2023,https://jobs.siu.edu/job-details?jobID=14698&job=assistant-professor-ecology-and-biostatistics,Asst Prof,Tenure Track,3/9/2023 9:29,1) Any news 1/27 ? 2) No news here X2 3) letters requested 2/10 x2 4) No news since letters were requested? 5) none here 2/23 x2 6) none here 3/1 anyone else? x2 7) got email that search is ongoing and if I would still like to be considered x2 8) Didn't get that email despite letters requested- interesting... x2 9) invitation for in person interview X2 ,4,FALSE,1) Any news 1/27 ? 2) No news here X2 3) letters requested 2/10 x2 4) No news since letters were requested? 5) none here 2/23 x2 6) none here 3/1 anyone else? x2 7) got email that search is ongoing and if I would still like to be considered x2 8) Didn't get that email despite letters requested- interesting... x2 9) invitation for in person interview X2 ,4
12/16/2022 13:29,University of Georgia,Georgia,Marine Science,2/1/2023,https://www.ugajobsearch.com/postings/293522,Academic Professional Associate,Permanent Non-TT,12/21/2022 6:51,,1,FALSE,"1) Whats the likelihood of this position going to a non UK national? 2) I'd imagine slim, unless you've lived in the UK for a while (e.g. have leave to remain already) 3) UK generally likes to hire from within/ people who are already connected UNLESS you're a real hot shot. 4) Anyone have insight into what to submit? Application looks like it only requests a CV + cover letter (but with room to upload other documents) and the job posting doesn't specify",1
12/16/2022 11:47,The Water Institute of the Gulf,Louisiana,Coastal Carbon Science,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=cfe9eb33-0f69-467c-bb2a-1bd0ea7c0cf1&ccId=19000101_000001&type=MP&lang=en_US,Research Scientist,Permanent Non-Academic,1/4/2023 9:05,"""conduct field, laboratory, and/or modeling work in coastal and deltaic environments with a focus of assessing carbon fluxes in coastal habitats of wetlands, estuaries, and coastal ocean."" 1) Currently work here. Job is research-focused, has equivalent salary to an assistant professorship, and offers PI and grant-writing opportunities. Feels like a hybrid industry/academia work environment.",,FALSE,"""conduct field, laboratory, and/or modeling work in coastal and deltaic environments with a focus of assessing carbon fluxes in coastal habitats of wetlands, estuaries, and coastal ocean."" 1) Currently work here. Job is research-focused, has equivalent salary to an assistant professorship, and offers PI and grant-writing opportunities. Feels like a hybrid industry/academia work environment.",
12/16/2022 3:56,University of Mainz,Germany,Evolutionary Anthropology ,,https://berufungsportal.uni-mainz.de/ausschreibungen/7,Full Prof,Tenure Track,,,,FALSE,,
12/15/2022 18:11,Colorado State University,Colorado,Forest Biometry,2/17/2023,https://jobs.colostate.edu/postings/117564,Asst Prof,Tenure Track,3/20/2023 12:22,"1) Any news from anyone? (3/12) 2) nothing here as of 3/14 3) search committee member here, spring break slowed us down a bit but we're hoping to make progress now that we're all back on campus ",3,FALSE,"1) Any news from anyone? (3/12) 2) nothing here as of 3/14 3) search committee member here, spring break slowed us down a bit but we're hoping to make progress now that we're all back on campus ",3
12/15/2022 12:02,"University of California, Santa Cruz",California,Geographical Information Systems (GIS),1/3/2023,https://recruit.ucsc.edu/JPF01407,Asst / Assoc Teaching Prof,Tenure Track,,,,FALSE,,
12/15/2022 9:36,Tusculum University,Tennessee,Zoology (Wildlife Biology or Comparative Anatomy),2/1/2023,https://www3.tusculum.edu/hr/2022/assistant-associate-professor-of-biology/?fbclid=IwAR1ji0aYsavNqQNhbylMIpYM8c9iX3OEe0znRHQi42xpdQOi51-mvLgb1pM,Asst / Assoc Prof,Tenure Track,3/2/2023 7:38,"ad does not specifically say tenure track 1) Hey, you get to pee in a cup, too 2) 2/13 invited to answer secondary questions about the position.  Zoom interviews to happen week of 2/20 but did not receive an invite... yet?  Anyone else? 3) Same, I have not recieved an invite yet after answering the email questions. 4) Has anyone been contacted following the email questions? 5) @4 Zoom interview invite 3/1--just got the email.6) Same ",2,FALSE,"ad does not specifically say tenure track 1) Hey, you get to pee in a cup, too 2) 2/13 invited to answer secondary questions about the position.  Zoom interviews to happen week of 2/20 but did not receive an invite... yet?  Anyone else? 3) Same, I have not recieved an invite yet after answering the email questions. 4) Has anyone been contacted following the email questions? 5) @4 Zoom interview invite 3/1--just got the email.6) Same ",2
12/15/2022 6:13,Funga,Texas,Fungal Biology,1/15/2023,https://www.funga.earth/forest-fungal-inoculation-engineer,Engineer,Permanent Non-TT,12/27/2022 18:17,"This has to be a joke right? Funga, recruiting a Fungal biologist??? 2)""The ideal candidate will have experience growing fungi at kilogram+ scale in a small laboratory setting"" - would a bedroom closet setting suffice?",,FALSE,"This has to be a joke right? Funga, recruiting a Fungal biologist??? 2)""The ideal candidate will have experience growing fungi at kilogram+ scale in a small laboratory setting"" - would a bedroom closet setting suffice?",
12/13/2022 14:49,McGill University,Canada,Crop Protection & Plant Pest Containment,2/4/2023,https://www.universityaffairs.ca/search-job/?job_id=60008,Asst / Assoc Prof,Tenure Track,3/31/2023 8:07,"""research program with an emphasis on plant-pathogen interactions, which may include biocontrol or innovative crop protection approaches"" 1) Nice to see jobs like these crop up every once in a while 2) @1--don't be a pest! 3) Is there interest in plant-insect interactions, with an emphasis on pest control and conservation? 4) any updates here?",1,FALSE,"""research program with an emphasis on plant-pathogen interactions, which may include biocontrol or innovative crop protection approaches"" 1) Nice to see jobs like these crop up every once in a while 2) @1--don't be a pest! 3) Is there interest in plant-insect interactions, with an emphasis on pest control and conservation? 4) any updates here?",1
