Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,Number Applied,Mod Flag,Notes Backup,Number Applied
9/21/2022 6:04,Mississippi State University,Mississippi,Wildlife Disease Ecology,11/1/2022,https://explore.msujobs.msstate.edu/en-us/job/504895/assistantassociate-professor,Asst / Assoc Prof,Tenure Track,9/21/2022 6:08,This is a re-ad for failed search. 70% research/ 30% teaching split. Review begins Nov 1 and is open until filled.,,FALSE,This is a re-ad for failed search. 70% research/ 30% teaching split. Review begins Nov 1 and is open until filled.,
9/20/2022 15:08,Bennington College,Vermont,Ecology / Evolution,10/7/2022,https://bennington.hire.trakstar.com/jobs/fk02cvw/?,Asst Prof,Permanent Non-TT,10/4/2022 5:05,"Particular areas of focus include, but are not limited to, plant biology, natural history, ecosystem or landscape ecology, conservation or global change ecology, geographic information systems, biogeography, and/or evo-devo biology. 1) Is this position tenure track? The job ad doesn't say explicitly 2) Search chair here. @1 Bennington is a unique place. No one at Bennington has tenure proper, but we do have a system by which faculty are reviewed by their peers (internally and externally) on a slightly different timeline. I just went through the process myself for the first time, and I will repeat it again in 6 years. In practice, it is not too different. [extended discussion on lack of tenure removed - please continue at ""General Discussion"" -AP] 3) So the teaching load is 20 credits/yr or 4-5 courses year? because these seem quite different. 2) @3 Both. 1 lecture course = 4 credits. 1 lecture + lab = 6 credits. 4) which department is this position in, Biology? 2) @4 The position is in the ""Math and Science Discipline Group"". Within, are two full-time bio faculty, integrated organismal and cell/molecular, our long-time eco/evo faculty member retired two years ago. 5) There are some upfront and helpful SC members on here, thank you! I am wondering if references be contacted for letters automatically after app submission, or after the first round of screening? 2) @5 Thank you and you're welcome. We will ask for letters from referees of only those that make it to the first round (Zoom, no more than 10) OR maybe just the final 3-4 who we plan to invite for campus visits (beautiful campus). 5) thanks @2, are there traditional US academic ranks in your system (Asst, Assoc, Prof) or is it simply ""full time/permanent"" or not? 6) Anyone have insight on whether the ""split position"" policy means they don't do real spousal hires or could it differ if spouse is in a different department? 2) @5, there is no traditional ranking, in fact, no offical or unoffical ranking or seniority at all. @6 Spousal hires have been done before, there are current openings in Chemistry, Sculpture, Photography, and soon to be advertised in Computer Science. It is possability (especially for spouses that can teach CS!), I would bring it up if you make it to the first round of interviews. 11) I noticed instead of a teaching statement, the job wants : c) descriptions of three potential course offerings -- I've never done something like this before, any guidance? For example, on how long and how much detail to go into for each course? 12) @11 The admin is fixing that clerical error. We DO want to hear about your teaching philosophy, which is paramount at a place like Bennington. Three class descriptions could easily fit on one page. I would check out course descriptions for current classes online. And I will just say that Bennington is a place that celebrates bold, unique, and niche curricula and pedagogy. 13) A heads up that the application form requires both a ""CV"" and a ""Curriculum Vitae""—I had to upload mine twice in order to submit my application 14) There are so many keywords that align with my background for the curriculum and teaching you're looking for and I love innovative pedagogy. But I am really nervous about the long-term financial viability of a small, environmentally-focused school like this after the closure of Marlboro College and Green Mountain College. I was also laid off from a position I had at Unity College during the pandemic, and so were many of the long-term faculty with active research and teaching labs. Can the SC speak to the long-term financial viability of the college? I apologize for asking that in such a blunt way. 15) This university already instituted a very public and widely-derided series of budgetary layoffs of profs with ""presumptive tenure"" in the mid 1990s. 2) @13 thanks, HR has been notified, but it appears the problem persists. To get the system to accept an application you may have to upload the CV 2x @14 Understandable concern about many SLACs. This may not help, but let me point out a few things. I would not call Bennington an environmentally-focuses school, not in the STEM sense of environemtnally-focused. Bennington is most well known for their visual & performing arts and literature programs. The incoming class of 2021 and 2022 are the 2 largest in the school's history, early signs indicate that 2023 might be even bigger. Also, no Bennington faculty (permanent nor visiting) were let go or fired during the pandemic. 16) This is a basic questions, but is there a salary range for this hire? Also, during these reviews are there opportunities for raises? I am asking becuase I know that promotion between assistant, assocaite, and full professor are the only opportunity that most professors have for any kind of financial advancement through their career. 2) @16 I compared my starting salary from when I started to the SLAC salaries reported in the negotiation tab for that same season, and mine was at the 60th percentile, so competitive. I don’t actually know for sure what you should expect, but my ballpark estimate would be high 60’s to mid 70’s. Also, according to Google, Bennington, VT cost of living is 83.9 (US average=100), driven mostly by low cost of housing. Oppertunity for rasies that go beyond the yearly CofL increases happen one-on-one with the Provost office. Following reviews before new contracts are signed are an ideal time to do this at the faculty memeber's inititive. 17) 16 here again, thank you very much for the detailed information and being so open, I greatly appreciate it!  18) according to the national çenter for educational statistics asst prof avg $73,480 in 2020-2021.  MIT says the required annual income in Bennington county for one adult w no kids is $34,860; one adult w 1 kid is $69,950; 2 adults no kids is $56,373; 2 adults 1 kid is $65,533, 2 adults w 2 kids is $77,957.  soooo, your salary Will be near the minimum livable wage for that region if you have any kids and you won't have tenure.  make informed decisions. 19) HA! 18 tries to troll against Bennington but makes the case against academia altogether, mean US salary won't work in rural VT, it's not going to work most other places.",7,FALSE,"Particular areas of focus include, but are not limited to, plant biology, natural history, ecosystem or landscape ecology, conservation or global change ecology, geographic information systems, biogeography, and/or evo-devo biology. 1) Is this position tenure track? The job ad doesn't say explicitly 2) Search chair here. @1 Bennington is a unique place. No one at Bennington has tenure proper, but we do have a system by which faculty are reviewed by their peers (internally and externally) on a slightly different timeline. I just went through the process myself for the first time, and I will repeat it again in 6 years. In practice, it is not too different. [extended discussion on lack of tenure removed - please continue at ""General Discussion"" -AP] 3) So the teaching load is 20 credits/yr or 4-5 courses year? because these seem quite different. 2) @3 Both. 1 lecture course = 4 credits. 1 lecture + lab = 6 credits. 4) which department is this position in, Biology? 2) @4 The position is in the ""Math and Science Discipline Group"". Within, are two full-time bio faculty, integrated organismal and cell/molecular, our long-time eco/evo faculty member retired two years ago. 5) There are some upfront and helpful SC members on here, thank you! I am wondering if references be contacted for letters automatically after app submission, or after the first round of screening? 2) @5 Thank you and you're welcome. We will ask for letters from referees of only those that make it to the first round (Zoom, no more than 10) OR maybe just the final 3-4 who we plan to invite for campus visits (beautiful campus). 5) thanks @2, are there traditional US academic ranks in your system (Asst, Assoc, Prof) or is it simply ""full time/permanent"" or not? 6) Anyone have insight on whether the ""split position"" policy means they don't do real spousal hires or could it differ if spouse is in a different department? 2) @5, there is no traditional ranking, in fact, no offical or unoffical ranking or seniority at all. @6 Spousal hires have been done before, there are current openings in Chemistry, Sculpture, Photography, and soon to be advertised in Computer Science. It is possability (especially for spouses that can teach CS!), I would bring it up if you make it to the first round of interviews. 11) I noticed instead of a teaching statement, the job wants : c) descriptions of three potential course offerings -- I've never done something like this before, any guidance? For example, on how long and how much detail to go into for each course? 12) @11 The admin is fixing that clerical error. We DO want to hear about your teaching philosophy, which is paramount at a place like Bennington. Three class descriptions could easily fit on one page. I would check out course descriptions for current classes online. And I will just say that Bennington is a place that celebrates bold, unique, and niche curricula and pedagogy. 13) A heads up that the application form requires both a ""CV"" and a ""Curriculum Vitae""—I had to upload mine twice in order to submit my application 14) There are so many keywords that align with my background for the curriculum and teaching you're looking for and I love innovative pedagogy. But I am really nervous about the long-term financial viability of a small, environmentally-focused school like this after the closure of Marlboro College and Green Mountain College. I was also laid off from a position I had at Unity College during the pandemic, and so were many of the long-term faculty with active research and teaching labs. Can the SC speak to the long-term financial viability of the college? I apologize for asking that in such a blunt way. 15) This university already instituted a very public and widely-derided series of budgetary layoffs of profs with ""presumptive tenure"" in the mid 1990s. 2) @13 thanks, HR has been notified, but it appears the problem persists. To get the system to accept an application you may have to upload the CV 2x @14 Understandable concern about many SLACs. This may not help, but let me point out a few things. I would not call Bennington an environmentally-focuses school, not in the STEM sense of environemtnally-focused. Bennington is most well known for their visual & performing arts and literature programs. The incoming class of 2021 and 2022 are the 2 largest in the school's history, early signs indicate that 2023 might be even bigger. Also, no Bennington faculty (permanent nor visiting) were let go or fired during the pandemic. 16) This is a basic questions, but is there a salary range for this hire? Also, during these reviews are there opportunities for raises? I am asking becuase I know that promotion between assistant, assocaite, and full professor are the only opportunity that most professors have for any kind of financial advancement through their career. 2) @16 I compared my starting salary from when I started to the SLAC salaries reported in the negotiation tab for that same season, and mine was at the 60th percentile, so competitive. I don’t actually know for sure what you should expect, but my ballpark estimate would be high 60’s to mid 70’s. Also, according to Google, Bennington, VT cost of living is 83.9 (US average=100), driven mostly by low cost of housing. Oppertunity for rasies that go beyond the yearly CofL increases happen one-on-one with the Provost office. Following reviews before new contracts are signed are an ideal time to do this at the faculty memeber's inititive. 17) 16 here again, thank you very much for the detailed information and being so open, I greatly appreciate it!  18) according to the national çenter for educational statistics asst prof avg $73,480 in 2020-2021.  MIT says the required annual income in Bennington county for one adult w no kids is $34,860; one adult w 1 kid is $69,950; 2 adults no kids is $56,373; 2 adults 1 kid is $65,533, 2 adults w 2 kids is $77,957.  soooo, your salary Will be near the minimum livable wage for that region if you have any kids and you won't have tenure.  make informed decisions. 19) HA! 18 tries to troll against Bennington but makes the case against academia altogether, mean US salary won't work in rural VT, it's not going to work most other places.",7
9/20/2022 13:03,Francis Marion University,South Carolina,Water Resource Management,10/28/2022,https://www.fmarion.edu/job/assistant-professor-of-biology-water-resource-management-22-89/,Asst Prof,Tenure Track,9/21/2022 11:36,"""background in water resource management, watershed management, hydrology, landscape ecology, and/or freshwater ecosystem ecology."" 2) This requires the application to be physically mailed in.3) @2 It lists a mail, fax, and email option for submission ",,FALSE,"""background in water resource management, watershed management, hydrology, landscape ecology, and/or freshwater ecosystem ecology."" 2) This requires the application to be physically mailed in.3) @2 It lists a mail, fax, and email option for submission ",
9/20/2022 12:41,Southeastern Oklahoma State University,Oklahoma,Botany / Plant Ecology,10/15/2022,https://seok.csod.com/ux/ats/careersite/1/home/requisition/84?c=seok,Asst Prof,Tenure Track,9/22/2022 10:23,"1) Compensation Range: $46,000-50,000, source: https://jobs.botany.org/index.php?module=clip&type=user&func=display&tid=3&pid=5710&title=Assistant/Associate%20Professor <$50k a year!?! is this a joke?",,FALSE,"1) Compensation Range: $46,000-50,000, source: https://jobs.botany.org/index.php?module=clip&type=user&func=display&tid=3&pid=5710&title=Assistant/Associate%20Professor <$50k a year!?! is this a joke?",
9/20/2022 12:16,The University of Texas at El Paso,Texas,Evolutionary Biology,11/1/2022,https://utep.interviewexchange.com/jobofferdetails.jsp?JOBID=153441,Asst Prof,Tenure Track,9/22/2022 17:34,"Open until filled; anticipated start fall 2023; broad search but applicants with focus in ichthyology, mammalogy, or that could serve in a curatorial role especially encouraged to apply. 1) Search chair indicates review will likely start 1 Nov. 2) they are particularly interested in vertebrate paleontologists according to a recent message on the paleo list serv",3,FALSE,"Open until filled; anticipated start fall 2023; broad search but applicants with focus in ichthyology, mammalogy, or that could serve in a curatorial role especially encouraged to apply. 1) Search chair indicates review will likely start 1 Nov. 2) they are particularly interested in vertebrate paleontologists according to a recent message on the paleo list serv",3
9/20/2022 9:14,University of Kansas,Kansas,Evolutionary Genomics,11/1/2022,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25752&siteid=5539&AReq=23444BR#jobDetails=4623976_5539,Asst Prof,Tenure Track,9/21/2022 16:32,Note this is not the same as th BBe two genomics search below. Thats the Molecular Bioscience department and this is for the EEB department. 2) link seems to be broken? x2. 3) link is working now,,FALSE,Note this is not the same as th BBe two genomics search below. Thats the Molecular Bioscience department and this is for the EEB department. 2) link seems to be broken? x2. 3) link is working now,
9/20/2022 7:18,Hendrix College,Arkansas,Botany and Environmental Studies,10/17/2022,https://www.hendrix.edu/jobs,Asst Prof,Tenure Track,10/1/2022 4:28,1) Requires 3 letters upfront 2) how is this still a thing!? such a waste of time,,FALSE,1) Requires 3 letters upfront 2) how is this still a thing!? such a waste of time,
9/20/2022 7:18,McNeese State University,Louisiana,Biology,9/26/2022,https://www.schooljobs.com/careers/mcneese/,Asst Prof,Tenure Track,9/22/2022 10:25,"$55,000 (non-negotiable) is laughable 2) @1, seriously - that is an average postdoc salary 3) its less than the NIH minimum postdoc salary... 4) <insert 'cost of living is low and this is a great place to work' comment here> I make more than this as a postdoc. Academia, get serious",,FALSE,"$55,000 (non-negotiable) is laughable 2) @1, seriously - that is an average postdoc salary 3) its less than the NIH minimum postdoc salary... 4) <insert 'cost of living is low and this is a great place to work' comment here> I make more than this as a postdoc. Academia, get serious",
9/20/2022 3:09,New York University,New York,"Molecular, Cellular, Developmental & Organismal Biology",11/1/2022,https://apply.interfolio.com/113593,Asst Prof,Tenure Track,9/20/2022 16:52,"Two positions 1) 3 letters upfront 2) animals, plants, taxon agnostic? 3) Would organismal include functional morphology/systematics? 4) why so many letters up front? What a waste of everyone's time. 5) is this the same position from last year?",2,FALSE,"Two positions 1) 3 letters upfront 2) animals, plants, taxon agnostic? 3) Would organismal include functional morphology/systematics? 4) why so many letters up front? What a waste of everyone's time. 5) is this the same position from last year?",2
9/20/2022 3:07,"University of California, Davis",California,Evolutionary Anthropology ,11/16/2022,https://recruit.ucdavis.edu/JPF05216,Asst Prof,Tenure Track,9/29/2022 7:08,,,FALSE,,
9/19/2022 22:14,Duke University,North Carolina,Biology,10/21/2022,https://jobs.sciencecareers.org/job/617661/assistant-professor/,Asst Prof,Tenure Track,9/25/2022 7:12,"Two positions. 2) Ugh another one with 3 letters upfront 3) dear Duke search committee: literally nobody wants letters up front. Some other searches have already been roasted over the coals for this policy this year (and every year). If you are reading this and it is at all within your power to change this, you absolutely should. It's partially an equity issue and in general over-burdens mentors. 4) it's thru academic jobs online, you can reuse reference letters to apply to multiple positions 5) @4, depends if your mentors have shared your letters with you, right? Also, many mentors think it's important to tailor their letters. 6) @4 even if they've shared letters with you, often search committees are asking for reference emails and then letters are automatically requested from mentors, so it doesn't matter if they've shared with you -- they still have to be the ones to upload letters! 7) Maybe just submit the application without the letters. If the SC likes what they see, maybe they'll ask for the letters and things can move along as if this silly requirement never existed. 8) The application won't be complete without reference letters in the system. I'm not sure if it means they won't get it or not. 9) Some HR departments and even faculty collective agreements require reference letters up-front. That should absolutely change but not including them if asked will probably result in an incomplete - whether or not that matters will vary quite a bit. 10) You have better odds applying to jobs with letters up front, as you can see it weeds out a lot of applicants. 11) @10, are you serious??? x2 12) it sucks but we all know people are still going to be applying for this opportunity. At least the competitive applicants wlll no matter what.",7,FALSE,"Two positions. 2) Ugh another one with 3 letters upfront 3) dear Duke search committee: literally nobody wants letters up front. Some other searches have already been roasted over the coals for this policy this year (and every year). If you are reading this and it is at all within your power to change this, you absolutely should. It's partially an equity issue and in general over-burdens mentors. 4) it's thru academic jobs online, you can reuse reference letters to apply to multiple positions 5) @4, depends if your mentors have shared your letters with you, right? Also, many mentors think it's important to tailor their letters. 6) @4 even if they've shared letters with you, often search committees are asking for reference emails and then letters are automatically requested from mentors, so it doesn't matter if they've shared with you -- they still have to be the ones to upload letters! 7) Maybe just submit the application without the letters. If the SC likes what they see, maybe they'll ask for the letters and things can move along as if this silly requirement never existed. 8) The application won't be complete without reference letters in the system. I'm not sure if it means they won't get it or not. 9) Some HR departments and even faculty collective agreements require reference letters up-front. That should absolutely change but not including them if asked will probably result in an incomplete - whether or not that matters will vary quite a bit. 10) You have better odds applying to jobs with letters up front, as you can see it weeds out a lot of applicants. 11) @10, are you serious??? x2 12) it sucks but we all know people are still going to be applying for this opportunity. At least the competitive applicants wlll no matter what.",7
9/19/2022 18:54,"University of California, Riverside",California,Biological Control of Invasive Insects and/or Weeds,12/2/2022,https://aprecruit.ucr.edu/JPF01650?fbclid=IwAR10u3nexS_hXSQRGlNQvuSZiYVzOB18hA4suWq4GNHwpkpszSNJV7cWvKg,Asst Prof,Tenure Track,9/19/2022 19:00,Entomology Department,,FALSE,Entomology Department,
9/19/2022 12:50,Providence College,Rhode Island,Cell and Molecular Biology,9/20/2022,https://careers.providence.edu/postings/7092,Asst Prof,Tenure Track,9/19/2022 12:51,"List a bunch of courses including molecular genetics, genetics, cell bio, developmental bio",2,FALSE,"List a bunch of courses including molecular genetics, genetics, cell bio, developmental bio",2
9/19/2022 12:44,The Nature Conservancy,Michigan,"Associate Director, Conservation Programs",9/26/2022,https://careers.nature.org/psp/tnccareers/APPLICANT/APPL/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=52111&PostingSeq=1,Associate Director,Permanent Non-Academic,9/23/2022 5:23,"1) BA/BS degree and 7 years’ experience in conservation practice or related field or equivalent combination of education and experience.  No mention of graduate degree under 'desired qualifications'  AP) Good point, but it seems that a PhD might have a good chance, and the salary is commensurate with asst profs, so let's leave it. 3) Make sure you have an employee referral for any TNC jobs",,FALSE,"1) BA/BS degree and 7 years’ experience in conservation practice or related field or equivalent combination of education and experience.  No mention of graduate degree under 'desired qualifications'  AP) Good point, but it seems that a PhD might have a good chance, and the salary is commensurate with asst profs, so let's leave it. 3) Make sure you have an employee referral for any TNC jobs",
9/19/2022 11:37,Baruch College ,New York,Natural Sciences (Environmental Studies),10/20/2022,https://jobs.chronicle.com/job/37318205/assistant-professor-natural-sciences-environmental-studies-/,Asst Prof,Tenure Track,9/22/2022 6:56,1) letters upfront,,FALSE,1) letters upfront,
9/19/2022 11:29,Denison University ,Ohio,"Biology, “omics”-related field",10/10/2022,https://jobs.chronicle.com/job/37318941/assistant-professor-of-biology/,Asst Prof,Tenure Track,9/21/2022 10:26,"Oh come on now, you can 'omics' anything. Why not pick an actual discipline? 1) I specialize in potato-omics. 2) If any SC members are here, does the university have core facilities (mass spec or sequencing) to support this work or are there significant funds to invest in equipment? x2 3) @2, it's a liberal arts college with 2200 students, so I wouldn't expect a lot in terms of core facilities. 2again) @3 I agree, which is why I find it an odd posting 4) As someone who does ""omics"" at a SLAC, it's worth pointing out that many places, even R1s, use remote cores, especially in the case of sequencing.",,FALSE,"Oh come on now, you can 'omics' anything. Why not pick an actual discipline? 1) I specialize in potato-omics. 2) If any SC members are here, does the university have core facilities (mass spec or sequencing) to support this work or are there significant funds to invest in equipment? x2 3) @2, it's a liberal arts college with 2200 students, so I wouldn't expect a lot in terms of core facilities. 2again) @3 I agree, which is why I find it an odd posting 4) As someone who does ""omics"" at a SLAC, it's worth pointing out that many places, even R1s, use remote cores, especially in the case of sequencing.",
9/19/2022 10:51,Bluffton University,Ohio,Botany and Environmental Science,10/1/2022,https://jobs.chronicle.com/job/37306405/faculty-position-in-botany-and-environmental-science/,Asst Prof,Tenure Track,,,,FALSE,,
9/19/2022 10:40,St. John Fisher College,New York,Biology,10/1/2022,https://jobs.sjfc.edu/postings/2663,Asst Prof,Tenure Track,9/19/2022 10:42,1) review date informed from posting on ECOLOG by Dr. Michael Louis Boller on Sept 14th ,3,FALSE,1) review date informed from posting on ECOLOG by Dr. Michael Louis Boller on Sept 14th ,3
9/19/2022 10:37,University of North Carolina Asheville,North Carolina,Developmental Biology,10/27/2022,https://jobs.unca.edu/postings/6009,Asst Prof,Tenure Track,9/21/2022 14:21,"1) A friend of mine worked at this school (different STEM department). Big issues with not getting raises, salary compression, cost of living, etc. Basically, unless you have another source of money, it's gonna be hard to live here. I think salaries should be posted online somewhere since it is a public university. ",,FALSE,"1) A friend of mine worked at this school (different STEM department). Big issues with not getting raises, salary compression, cost of living, etc. Basically, unless you have another source of money, it's gonna be hard to live here. I think salaries should be posted online somewhere since it is a public university. ",
9/19/2022 10:34,Utah State University,Utah,Geospatial Science of Environment & Society,11/14/2022,https://careers-usu.icims.com/jobs/5655/assistant-professor%2c-geospatial-science-of-environment-%26-society/job?mobile=false&width=1290&height=500&bga=true&needsRedirect=false&jan1offset=-480&jun1offset=-420,Asst Prof,Tenure Track,,,,FALSE,,
9/19/2022 9:44,University of Texas at Arlington,Texas,Microbiology,10/15/2022,https://uta.peopleadmin.com/postings/18842,Asst / Assoc Prof,Tenure Track,9/21/2022 14:20,"""Research areas of interest include, but are not limited to, microbial pathogenesis and physiology, antibiotic resistance, microbial genetics, host-microbe interactions, and the impact of microbes on climate change. Candidates who utilize innovative approaches to investigate important questions at the molecular, cellular, organismal, and systems level, including microbiome research, are particularly attractive.""",1,FALSE,"""Research areas of interest include, but are not limited to, microbial pathogenesis and physiology, antibiotic resistance, microbial genetics, host-microbe interactions, and the impact of microbes on climate change. Candidates who utilize innovative approaches to investigate important questions at the molecular, cellular, organismal, and systems level, including microbiome research, are particularly attractive.""",1
9/19/2022 7:57,Stony Brook University,New York,Anatomical Sciences,11/30/2022,https://apply.interfolio.com/112778,Asst Prof,Tenure Track,,,,FALSE,,
9/19/2022 7:20,Oklahoma State University,Oklahoma,Plant Ecologist,10/28/2022,https://apply.interfolio.com/113218,Rank Open,Tenure Track,9/19/2022 7:21,"The ideal candidate will address fundamental questions in Plant Ecology; those who work at the population level or study physiology, population genetics, or interactions with other kinds of organisms (e.g., animals, fungi) are especially encouraged to apply.",,FALSE,"The ideal candidate will address fundamental questions in Plant Ecology; those who work at the population level or study physiology, population genetics, or interactions with other kinds of organisms (e.g., animals, fungi) are especially encouraged to apply.",
9/18/2022 23:08,University of San Francisco,California,Genetics,11/15/2022,https://jobs.chronicle.com/job/37323111/assistant-professor-tenure-track-genetics-department-of-biology/,Asst Prof,Tenure Track,9/20/2022 15:52,"Interested in candidates with research programs utilizing experimental and/or molecular approaches to understand the genetics of model organisms (or emerging model organisms), including microbes, plants, or animals.",,FALSE,"Interested in candidates with research programs utilizing experimental and/or molecular approaches to understand the genetics of model organisms (or emerging model organisms), including microbes, plants, or animals.",
9/18/2022 23:05,Nazareth College of Rochester,New York,Plant Biology / Ecology,10/15/2022,https://jobs.chronicle.com/job/37322997/assistant-professor-biology/,Asst Prof,Tenure Track,9/18/2022 23:06,"The successful candidate is expected to teach lecture and laboratory courses in Plant Biology, Ecology, introductory level biology courses, as well as other courses for biology majors as appropriate.",,FALSE,"The successful candidate is expected to teach lecture and laboratory courses in Plant Biology, Ecology, introductory level biology courses, as well as other courses for biology majors as appropriate.",
9/17/2022 5:55,"University of California, Berkeley",California,Global Change Microbial Ecology,11/7/2022,https://aprecruit.berkeley.edu/JPF03612,Asst Prof,Tenure Track,9/27/2022 18:18,"In the Department of Environmental Science, Policy, and Management (ESPM), which has biologistis and ecologists. The posting below is in the Department of Integrative Biology and is not specifically microbes.",,FALSE,"In the Department of Environmental Science, Policy, and Management (ESPM), which has biologistis and ecologists. The posting below is in the Department of Integrative Biology and is not specifically microbes.",
9/16/2022 23:31,University of Aberdeen,United Kingdom,Environment and Biodiversity (interdisciplinary),10/16/2022,https://www.abdnjobs.co.uk/vacancy/interdisciplinary-fellows-500432.html,Research Fellow,Tenure Track,9/18/2022 11:25,"Is this tenure track/permanent? From the description it sounds like it is only 5 years. 2) from the ""further particulars"" document: ""After five years they will become full members of their affiliated school(s) and will undertake the research and teaching duties of an established member of staff"" 3) looks like an opportunity to spend 5 years as a fellow (a bit like a postdoc) then possibly transition over. Salary is ~$54k US",,FALSE,"Is this tenure track/permanent? From the description it sounds like it is only 5 years. 2) from the ""further particulars"" document: ""After five years they will become full members of their affiliated school(s) and will undertake the research and teaching duties of an established member of staff"" 3) looks like an opportunity to spend 5 years as a fellow (a bit like a postdoc) then possibly transition over. Salary is ~$54k US",
9/16/2022 14:14,University of Massachusetts Lowell,Massachusetts,"Earth, Environmental & Atmospheric Sciences",10/1/2022,https://explorejobs.uml.edu/lowell/en-us/job/514926/professor-and-department-chair-environmental-earth-and-atmospheric-sciences,Rank Open,Tenure Track,9/25/2022 6:36,1) Note they're looking for a department chair. 2) Last year the dean verbally offered multiple people the same job and then rescinded one of those verbal offers. just FYI,,FALSE,1) Note they're looking for a department chair. 2) Last year the dean verbally offered multiple people the same job and then rescinded one of those verbal offers. just FYI,
9/16/2022 12:40,Rhodes College,Tennessee,"Sustainability, Climate, or Environmental Justice",10/16/2022,https://rhodes.wd5.myworkdayjobs.com/Rhodes_Careers/job/Memphis-Tennessee/Assistant-Professor-in-Sustainability--Climate--or-Environmental-Justice_JR-336,Asst Prof,Tenure Track,,,,FALSE,,
9/16/2022 8:10,Colby College,Maine,Environmental AI,10/17/2022,http://apply.interfolio.com/113634,Asst Prof,Tenure Track,,,,FALSE,,
9/16/2022 8:08,Colby College,Maine,Marine Conservation,10/10/2022,http://apply.interfolio.com/113431,Asst Prof,Tenure Track,,,1,FALSE,,1
9/16/2022 7:47,James Madison University,Virginia,Environmental Data Science,10/17/2022,https://joblink.jmu.edu/postings/12786,Asst / Assoc Prof,Tenure Track,9/23/2022 6:40,"1) A little confused by this ' One or more of the four positions could be teacher-scholar post-doctoral appointments.' Why would someone want a teacher-scholar post-doctoral appointment if they are applying for a tenure track position? x2 2) They are exploiting peoples' desperation 3) They are opening the possiblility that if you're not yet in a position to be applying for TT positions, you could still apply as a postdoc",,FALSE,"1) A little confused by this ' One or more of the four positions could be teacher-scholar post-doctoral appointments.' Why would someone want a teacher-scholar post-doctoral appointment if they are applying for a tenure track position? x2 2) They are exploiting peoples' desperation 3) They are opening the possiblility that if you're not yet in a position to be applying for TT positions, you could still apply as a postdoc",
